Mexican Loaded Nachos : Crispy nachos topped with melting cheese and served with in house salsa and sour cream dip; add melting cheese : Rs.250.00 : Vegetarian : Tales & Spirits
Refried Nachos : Crispy corn tortilla chips with your choice of topping and monterey jack cheese : Rs.260.00 : Vegetarian : Effingut Brewerkz
Corn Nachos : Crispy corn tortilla chips with your choice of topping and monterey jack cheese : Rs.260.00 : Vegetarian : Effingut Brewerkz
Chicken Nachos : Crispy corn tortilla chips and chicken bites topped with Monterey Jack cheese : Rs.310.00 : Non-Veg : Effingut Brewerkz
Nachos Cheesy : Crispy corn torttila chips topped with cheese : Rs.169.00 : Vegetarian : FC Grill House
Nachos Cheesy with Kidney Beans : Crispy corn torttila chips topped with kidney beans : Rs.179.00 : Vegetarian : FC Grill House
Chicken Tikka Nachos : Crispy corn torttila chips topped with cheese and roasted chicekn or chicken tikka : Rs.239.00 : Non-Veg : FC Grill House
Roasted Chicken Nachos : Crispy corn torttila chips topped with cheese and roasted chicekn or chicken tikka : Rs.229.00 : Non-Veg : FC Grill House
Cheesy Nachos :  : Rs.100.00 : Vegetarian : Tea Villa Cafe
Mexican Loaded Nachos : Crispy nachos topped with melting cheese and served with in house salsa and sour cream dip; add melting cheese : Rs.250.00 : Vegetarian : Tales & Spirits
Refried Nachos : Crispy corn tortilla chips with your choice of topping and monterey jack cheese : Rs.260.00 : Vegetarian : Effingut Brewerkz
Corn Nachos : Crispy corn tortilla chips with your choice of topping and monterey jack cheese : Rs.260.00 : Vegetarian : Effingut Brewerkz
Chicken Nachos : Crispy corn tortilla chips and chicken bites topped with Monterey Jack cheese : Rs.310.00 : Non-Veg : Effingut Brewerkz
Nachos with Cheese Sauce :  : Rs.290.00 : Vegetarian : Publiq
Nachos with Beans Salsa Sauce :  : Rs.290.00 : Vegetarian : Publiq
Nachos Pul Chicken :  : Rs.290.00 : Non-Veg : Publiq
Korean Cheesy Nachos : Spinach flavoured green nachos, covered with gochujang (Korean hot pepper paste) spiced spicy cheese sauce, bell peppers, onion, jalapeno, coriander, green onion, mozzarella, parmesan and cheddar cheese, served with gochujang spiced tomato salsa : Rs.250.00 : Vegetarian : GeoBistro
Saffron Cheese Nachos : Saffron flavoured nachos covered with saffron flavoured cheese sauce, topped with black olives : Rs.280.00 : Vegetarian : GeoBistro
Latino Beer Chipotle Chicken Nachos : Beetroot flavoured nachos, topped with minced chicken, beer chipotle cheese sauce, bell peppers, olives, jalapeno, mozzarella, cheddar, parmesan cheese, served with chipotle, jalapeno, tomato salsa : Rs.330.00 : Non-Veg : GeoBistro
Vegan Over Loaded Nachos : Crisp tortillas, layered with chilli beans, spicy refried beans, black olives, scallions, jalapeno, onion, cherry tomato, topped with cilantro and vegan cheese sauce made of potato, almond milk and cashews : Rs.330.00 : Vegetarian : GeoBistro
Nachos with Cheese & Salsa :  : Rs.100.00 : Vegetarian : Adda
Nachos with Cheese, Mixed Veg. & Salsa :  : Rs.120.00 : Vegetarian : Adda
Cheesy Nachos Mixed Veg. with Salsa & Dips :  : Rs.150.00 : Vegetarian : Adda
Nachos : Popular northern Mexican tortilla chips with refried beans, cheese sauce and salsa : Rs.213.00 : Vegetarian : Barometer
Chicken Nachos : Popular northern Mexican tortilla chips with refried beans, cheese sauce and salsa with added chicken : Rs.268.00 : Non-Veg : Barometer
Bacon Nachos : Popular northern Mexican tortilla chips with refried beans, cheese sauce and salsa with added bacon : Rs.268.00 : Non-Veg : Barometer
Veg. Nachos Oveloaded : Fresh tortilla chips, topped with shredded cheese, queso, pica de gallo, cheese, refried beans, tomatoes, black olives and rich sour cream : Rs.400.00 : Vegetarian : Classic Rock Coffee Co.
Chicken Nachos Oveloaded : Fresh tortilla chips, topped with shredded cheese, queso, pica de gallo, cheese, refried beans, tomatoes, black olives and rich sour cream : Rs.480.00 : Non-Veg : Classic Rock Coffee Co.
Beef Nachos Oveloaded : Fresh tortilla chips, topped with shredded cheese, queso, pica de gallo, cheese, refried beans, tomatoes, black olives and rich sour cream : Rs.530.00 : Non-Veg : Classic Rock Coffee Co.
Nachos with Cheese Sauce :  : Rs.290.00 : Vegetarian : Publiq
Nachos with Beans Salsa Sauce :  : Rs.290.00 : Vegetarian : Publiq
Nachos Pul Chicken :  : Rs.290.00 : Non-Veg : Publiq
